baseline	artifact_id	artifact_type	source_locator	public_locator	nav_location	title	source_kind	consumer_locators	generated_outputs	test_locators	evidence_state	inventory_state	notes
DC1-20260726T101722Z-9d1a8636	example:recursion	example_family	docs_site/examples/recursion/	/examples/recursion/	n/a	Recursion	authored	docs_site/content/examples.md	standalone-html;embedded-gallery-card	docs_site/examples/recursion/test_example_recursion.py;docs_site/tests/test_examples.py	test-mapped	complete	deep server render covered; no browser interaction check
DC1-20260726T101722Z-9d1a8636	example:slots	example_family	docs_site/examples/slots/	/examples/slots/	n/a	Slots	authored	docs_site/content/examples.md	standalone-html;embedded-gallery-card	docs_site/examples/slots/test_example_slots.py;docs_site/tests/test_examples.py	test-mapped	complete	fill and fallback server renders covered; no browser interaction check
DC1-20260726T101722Z-9d1a8636	example:tabs	example_family	docs_site/examples/tabs/	/examples/tabs/	n/a	Tabs	authored	docs_site/content/examples.md	standalone-html;embedded-gallery-card	docs_site/examples/tabs/test_example_tabs.py;docs_site/tests/test_examples.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	ARIA, assets, and keyboard interaction covered in Chromium
DC1-20260726T101722Z-9d1a8636	snippet:verify-events-migrations	snippet_module	docs_site/snippets/_verify_events_migrations.py	n/a	n/a	Verify Events migrations	authored	docs_site/tests/test_events_migration_examples.py	none	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	test infrastructure; not reader-facing
DC1-20260726T101722Z-9d1a8636	snippet:migrate-component-view	snippet_module	docs_site/snippets/migrate_component_view.py	/guides/migrate-from-component-view/	n/a	Migrate Component.View	included	docs_site/content/guides/migrate-from-component-view.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	regions view-events, named-event, and named-fragments; selected regions rely on module setup
DC1-20260726T101722Z-9d1a8636	snippet:migrate-unicorn	snippet_module	docs_site/snippets/migrate_unicorn.py	/guides/migrate-from-django-unicorn/	n/a	Migrate django-unicorn	included	docs_site/content/guides/migrate-from-django-unicorn.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	regions live-search, rating, validation, and browser-event; selected regions rely on module setup
DC1-20260726T101722Z-9d1a8636	snippet:migrate-tetra	snippet_module	docs_site/snippets/migrate_tetra.py	/guides/migrate-from-tetra/	n/a	Migrate Tetra	included	docs_site/content/guides/migrate-from-tetra.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	regions counter and closed-actions; selected regions rely on module setup
DC1-20260726T101722Z-9d1a8636	snippet:migrate-livecomponents	snippet_module	docs_site/snippets/migrate_livecomponents.py	/guides/migrate-from-livecomponents/	n/a	Migrate livecomponents	included	docs_site/content/guides/migrate-from-livecomponents.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	regions server-state, signed-state, and multi-component-result; selected regions rely on module setup
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/app	snippet_module	docs_site/snippets/getting_started/app.py	/getting-started/fastapi/	n/a	Getting started FastAPI app	included	docs_site/content/getting-started/fastapi.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	shared unchanged by steps 8 through 12
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/citry-setup	snippet_module	docs_site/snippets/getting_started/citry_setup.py	/getting-started/fastapi/	n/a	Getting started Citry setup	included	docs_site/content/getting-started/fastapi.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	shared unchanged by steps 8 through 12; reads the signing secret from the environment
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/components-step8	snippet_module	docs_site/snippets/getting_started/components_step8.py	/getting-started/fastapi/	n/a	Getting started components step 8	included	docs_site/content/getting-started/fastapi.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	first FastAPI-rendered page preserves the browser choice interaction; reader saves it as components.py
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/components-step9	snippet_module	docs_site/snippets/getting_started/components_step9.py	/getting-started/call-python/	n/a	Getting started components step 9	included	docs_site/content/getting-started/call-python.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	adds the stateless click handler and verifies its Dispatch in Chromium; reader saves it as components.py
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/components-step10	snippet_module	docs_site/snippets/getting_started/components_step10.py	/getting-started/state/	n/a	Getting started components step 10	included	docs_site/content/getting-started/state.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	adds signed State and verifies two calls plus reload in Chromium; reader saves it as components.py
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/components-step11	snippet_module	docs_site/snippets/getting_started/components_step11.py	/getting-started/forms/	n/a	Getting started components step 11	included	docs_site/content/getting-started/forms.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	adds typed form data and EventError and verifies failure plus corrected Dispatch in Chromium; reader saves it as components.py
DC1-20260726T101722Z-9d1a8636	snippet:getting-started/components	snippet_module	docs_site/snippets/getting_started/components.py	/getting-started/server-rendered-updates/	n/a	Completed Getting started components	included	docs_site/content/getting-started/server-rendered-updates.md	html;markdown-companion;llms-full	docs_site/tests/test_getting_started_content.py;docs_site/tests/e2e/test_getting_started_journey_e2e.py	mixed-test-mapped	complete	final State, form, targeted render, and fragment asset flow
DC1-20260726T101722Z-9d1a8636	include:code-of-conduct	included_source	CODE_OF_CONDUCT.md	/community/code-of-conduct/	n/a	Code of conduct source	included	docs_site/content/community/code-of-conduct.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	repository root file is included verbatim through the snippet mechanism
DC1-20260726T101722Z-9d1a8636	include:license	included_source	LICENSE	/community/license/	n/a	License source	included	docs_site/content/community/license.md	html;markdown-companion;llms-full	docs_site/tests/test_events_migration_examples.py	test-mapped	complete	repository root file is included verbatim through the snippet mechanism
DC1-20260726T101722Z-9d1a8636	reference:overview	reference_group	docs_site/_internal/reference_pages.py	/reference/	Reference>Reference	API reference	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	generated category index; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:component	reference_group	docs_site/_internal/reference_pages.py	/reference/component/	Reference>Component	Component	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	1 configured symbol from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:component-introspection	reference_group	docs_site/_internal/reference_pages.py	/reference/component-introspection/	Reference>Component introspection	Component introspection	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	14 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:component-libraries	reference_group	docs_site/_internal/reference_pages.py	/reference/component-libraries/	Reference>Component libraries	Component libraries	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	9 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:citry	reference_group	docs_site/_internal/reference_pages.py	/reference/citry/	Reference>Citry instance and config	Citry instance and config	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	8 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:rendering	reference_group	docs_site/_internal/reference_pages.py	/reference/rendering/	Reference>Rendering	Rendering	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	11 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:slots	reference_group	docs_site/_internal/reference_pages.py	/reference/slots/	Reference>Slots	Slots	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	6 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:nodes	reference_group	docs_site/_internal/reference_pages.py	/reference/nodes/	Reference>Nodes	Nodes	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	13 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:extensions	reference_group	docs_site/_internal/reference_pages.py	/reference/extensions/	Reference>Extensions	Extensions	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	25 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:dependencies	reference_group	docs_site/_internal/reference_pages.py	/reference/dependencies/	Reference>Dependencies	Dependencies	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	8 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:cache-keys	reference_group	docs_site/_internal/reference_pages.py	/reference/cache-keys/	Reference>Render cache keys	Render cache keys	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	4 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:events	reference_group	docs_site/_internal/reference_pages.py	/reference/events/	Reference>Events	Events	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	21 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:attributes	reference_group	docs_site/_internal/reference_pages.py	/reference/attributes/	Reference>HTML attributes	HTML attributes	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	5 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:web	reference_group	docs_site/_internal/reference_pages.py	/reference/web/	Reference>Web integration	Web integration	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	4 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:contrib	reference_group	docs_site/_internal/reference_pages.py	/reference/contrib/	Reference>Contrib integrations	Contrib integrations	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	11 configured symbols from griffe; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	reference:builtins	reference_group	docs_site/_internal/reference_pages.py	/reference/builtins/	Reference>Built-in components	Built-in components	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;objects-inventory	docs_site/tests/test_reference_pages.py;docs_site/tests/test_reference.py;docs_site/tests/test_reference_enrichers.py;docs_site/tests/test_crossrefs.py;docs_site/tests/test_guards.py	test-mapped	complete	7 configured symbols from builtin; generated from current public source and docstrings; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	readme:citry---refreshingly-simple-ui	readme_section	README.md#citry---refreshingly-simple-ui	https://github.com/citry-dev/citry#citry---refreshingly-simple-ui	n/a	Citry - Refreshingly simple UI	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:why-citry	readme_section	README.md#why-citry	https://github.com/citry-dev/citry#why-citry	n/a	Why Citry?	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:quickstart	readme_section	README.md#quickstart	https://github.com/citry-dev/citry#quickstart	n/a	Quickstart	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:two-simple-rules	readme_section	README.md#two-simple-rules	https://github.com/citry-dev/citry#two-simple-rules	n/a	Two simple rules	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:built-in-tags	readme_section	README.md#built-in-tags	https://github.com/citry-dev/citry#built-in-tags	n/a	Built-in tags	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:how-templates-look	readme_section	README.md#how-templates-look	https://github.com/citry-dev/citry#how-templates-look	n/a	How templates look	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:beyond-templates	readme_section	README.md#beyond-templates	https://github.com/citry-dev/citry#beyond-templates	n/a	Beyond templates	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:use-with-web-framework	readme_section	README.md#use-with-web-framework	https://github.com/citry-dev/citry#use-with-web-framework	n/a	Use with web framework	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:command-line	readme_section	README.md#command-line	https://github.com/citry-dev/citry#command-line	n/a	Command line	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:documentation	readme_section	README.md#documentation	https://github.com/citry-dev/citry#documentation	n/a	Documentation	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:performance	readme_section	README.md#performance	https://github.com/citry-dev/citry#performance	n/a	Performance	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:help-bring-citry-to-your-language	readme_section	README.md#help-bring-citry-to-your-language	https://github.com/citry-dev/citry#help-bring-citry-to-your-language	n/a	Help bring Citry to your language	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:license	readme_section	README.md#license	https://github.com/citry-dev/citry#license	n/a	License	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	readme:acknowledgments	readme_section	README.md#acknowledgments	https://github.com/citry-dev/citry#acknowledgments	n/a	Acknowledgments	projected	packages/py/citry/README.md;packages/py/citry/pyproject.toml	github-readme;pypi-long-description;sdist-readme;wheel-metadata	none	observed-output	complete	package build contains current root README; no corpus test executes or aligns its examples with the docs home page
DC1-20260726T101722Z-9d1a8636	release:index	release_surface	CHANGELOG.md	/releases/	Docs>Release notes	Release notes	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_release_notes.py;docs_site/tests/test_build.py;docs_site/tests/test_llms.py	observed-output	complete	generated newest-first index; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	release:unreleased	release_surface	CHANGELOG.md#unreleased	/releases/unreleased/	Docs>Release notes	Unreleased	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_release_notes.py;docs_site/tests/test_build.py;docs_site/tests/test_llms.py	observed-output	complete	generated from changelog section; no per-page Markdown companion or git metadata; publicly indexed body is 42909 bytes
DC1-20260726T101722Z-9d1a8636	release:v0.3.0	release_surface	CHANGELOG.md#v030	/releases/v0.3.0/	Docs>Release notes	v0.3.0	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_release_notes.py;docs_site/tests/test_build.py;docs_site/tests/test_llms.py	observed-output	complete	generated from changelog section; package version remains 0.2.0; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	release:v0.2.0	release_surface	CHANGELOG.md#v020	/releases/v0.2.0/	Docs>Release notes	v0.2.0	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_release_notes.py;docs_site/tests/test_build.py;docs_site/tests/test_llms.py	observed-output	complete	generated from changelog section; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	release:v0.1.0	release_surface	CHANGELOG.md#v010	/releases/v0.1.0/	Docs>Release notes	v0.1.0 (2026-06-30)	generated	direct-reader	html;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_release_notes.py;docs_site/tests/test_build.py;docs_site/tests/test_llms.py	observed-output	complete	generated from changelog section; no per-page Markdown companion or git metadata
DC1-20260726T101722Z-9d1a8636	asset:benchmark-png	static_asset	docs_site/static/img/benchmark.png	/static/img/benchmark.png	n/a	Benchmark chart	authored	docs_site/content/about/benchmarks.md	static-copy	docs_site/tests/test_build.py;docs_site/tests/test_guards.py	test-mapped	complete	used by one c-image directive
DC1-20260726T101722Z-9d1a8636	asset:favicon-png	static_asset	docs_site/static/img/favicon.png	/static/img/favicon.png	n/a	PNG favicon and default social image	authored	docs_site/_internal/components/doc_page.py	static-copy	docs_site/tests/test_build.py;docs_site/tests/test_guards.py	test-mapped	complete	used by every page as fallback Open Graph image
DC1-20260726T101722Z-9d1a8636	asset:favicon-svg	static_asset	docs_site/static/img/favicon.svg	/static/img/favicon.svg	n/a	SVG favicon	authored	docs_site/_internal/components/doc_page.py	static-copy	docs_site/tests/test_build.py;docs_site/tests/test_guards.py	test-mapped	complete	used by every page chrome
DC1-20260726T101722Z-9d1a8636	data:people	content_data	docs_site/data/people.yml	n/a	n/a	People listing data	generated	docs_site/_internal/components/people.py;docs_site/content/community/people.md	embedded-page-html;markdown-companion;llms-full	docs_site/tests/test_people_generator.py;docs_site/tests/test_content_render.py	test-mapped	complete	generated by docs_site/scripts/people.py; monthly workflow opens a pull request
DC1-20260726T101722Z-9d1a8636	generated:404	generated_surface	docs_site/_internal/build.py	/404.html	n/a	Custom 404 page	generated	site-build	html	docs_site/tests/test_build.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	not a PageRecord; omitted from sitemap, indexing manifest, LLM, and social cards
DC1-20260726T101722Z-9d1a8636	generated:markdown-companions	generated_surface	docs_site/_internal/build.py	/<content-url>/index.md	n/a	Markdown companions	generated	site-build	77 expanded Markdown files	docs_site/tests/test_build.py;docs_site/tests/test_events_migration_examples.py	test-mapped	complete	authored content, including stable-route Blog posts; Reference and release pages have none
DC1-20260726T101722Z-9d1a8636	generated:pagefind	generated_surface	docs_site/_internal/pagefind.py	/pagefind/	n/a	Pagefind search index	generated	site-build	Pagefind bundle for 97 DocPage records	docs_site/tests/test_pagefind.py;docs_site/tests/test_search.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	standalone example pages are not indexed as DocPage records
DC1-20260726T101722Z-9d1a8636	generated:sitemap	generated_surface	docs_site/_internal/seo.py	/sitemap.xml	n/a	Sitemap	generated	site-build	97 URLs	docs_site/tests/test_seo.py;docs_site/tests/test_assemble.py	test-mapped	complete	Blog lastmod uses authored date or updated metadata even when git history is unavailable
DC1-20260726T101722Z-9d1a8636	generated:robots	generated_surface	docs_site/_internal/seo.py	/robots.txt	n/a	Robots policy	generated	site-build	robots.txt	docs_site/tests/test_seo.py;docs_site/tests/test_versioning.py	test-mapped	complete	version exclusions are synthetic because no committed snapshot exists
DC1-20260726T101722Z-9d1a8636	generated:indexing-manifest	generated_surface	docs_site/_internal/seo.py	/meta/indexing.json	n/a	Indexing manifest	generated	site-build	97 page records	docs_site/tests/test_seo.py	test-mapped	complete	records canonical and robots directives
DC1-20260726T101722Z-9d1a8636	generated:llms-index	generated_surface	docs_site/_internal/llms.py	/llms.txt	n/a	LLM navigation index	generated	site-build	96 links	docs_site/tests/test_llms.py	observed-output	complete	Home supplies title and summary instead of a link; Blog follows navigation order
DC1-20260726T101722Z-9d1a8636	generated:llms-full	generated_surface	docs_site/_internal/llms.py	/llms-full.txt	n/a	LLM full-text export	generated	site-build	97 expanded page bodies	docs_site/tests/test_llms.py;docs_site/tests/test_release_notes.py;docs_site/tests/test_events_migration_examples.py	observed-output	complete	1,304,527 bytes in the authoring build; Blog index cards use a text projection
DC1-20260726T101722Z-9d1a8636	generated:objects-inventory	generated_surface	docs_site/_internal/crossrefs.py	/objects.inv	n/a	Sphinx objects inventory	generated	site-build	731 entries	docs_site/tests/test_crossrefs.py;docs_site/tests/test_inventory.py	observed-output	complete	724 citry paths plus seven built-ins
DC1-20260726T101722Z-9d1a8636	generated:social-cards	generated_surface	docs_site/_internal/social_cards.py	/og/<clean-url>.png	n/a	Social cards	generated	site-build	97 PNG files when available	docs_site/tests/test_social_cards.py;docs_site/tests/test_build.py	observed-output	complete	failure degrades to default image and does not fail deploy
DC1-20260726T101722Z-9d1a8636	generated:versions	generated_surface	docs_site/versions/versions.json	/v/	n/a	Version manifest and snapshots	generated	site-build	versions.json;version snapshots;alias redirects	docs_site/tests/test_versioning.py;docs_site/tests/test_versions_guards.py;docs_site/tests/test_assemble.py	test-mapped	complete	manifest is empty; first real snapshot and commit-back remain operationally unproven
DC1-20260726T101722Z-9d1a8636	generated:redirects	generated_surface	docs_site/_internal/redirects.py	n/a	n/a	Redirect stubs	generated	site-build	none	docs_site/tests/test_redirects.py	test-mapped	complete	redirect machinery is ready; the map stays empty until a published URL moves
DC1-20260726T101722Z-9d1a8636	generated:static-tree	generated_surface	docs_site/static/	/static/	n/a	Site static assets	generated	site-build	copied CSS, JavaScript, fonts, and images	docs_site/tests/test_build.py;docs_site/tests/test_chrome.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	site-owned static tree; individual reader content images are inventoried separately
DC1-20260726T101722Z-9d1a8636	generated:client-runtime	generated_surface	docs_site/_internal/static_deps.py	/citry/	n/a	Citry client runtime and component dependencies	generated	site-build	runtime plus component and fragment assets	docs_site/tests/test_static_deps.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	shared root assets for current and versioned docs
DC1-20260726T101722Z-9d1a8636	page:blog/index	content_page	docs_site/content/blog/index.md	/blog/	Blog>All posts	Blog	authored	direct-reader	html;markdown-companion;pagefind;sitemap;indexing-manifest;llms;social-card-eligible	docs_site/tests/test_blog.py;docs_site/tests/test_blog_component.py;docs_site/tests/test_build.py;docs_site/tests/test_guards.py;docs_site/tests/test_serve.py;docs_site/tests/e2e/test_docs_e2e.py	mixed-test-mapped	complete	catalog-projected post cards and text list; root-only surface
DC1-20260726T101722Z-9d1a8636	page:blog/language-agnostic-tools	content_page	docs_site/content/blog/2026-07-27-language-agnostic-tools.md	/blog/language-agnostic-tools/	Blog	Why language-agnostic tools matter	authored	direct-reader	html;markdown-companion;pagefind;sitemap;indexing-manifest;llms;social-card-eligible;atom-entry	docs_site/tests/test_blog.py;docs_site/tests/test_build.py;docs_site/tests/test_chrome.py;docs_site/tests/test_guards.py;docs_site/tests/test_serve.py	mixed-test-mapped	complete	stable slug URL derived from dated source; explicit editorial metadata owns sitemap and structured dates
